-5	-5	0.708861291838041	7.5847900549144e-305	7.584790054931e-305
-5	-4	0.429217934326067	7.5847900549128e-305	7.5847900549211e-305
-5	-4	0.119651576493772	7.5847900549141e-305	7.5847900549141e-305
-5	-3	-0.178938566442287	7.5847900549126e-305	7.5847900549126e-305
-5	-3	-0.436975517272078	7.5847900549147e-305	7.5847900549147e-305
-5	-2	-0.638859871898577	7.5847900549139e-305	7.584790054918e-305
-5	-2	-0.782094898825462	7.5847900549131e-305	7.5847900549173e-305
-5	-1	-0.873833756072611	7.5847900549123e-305	7.5847900549165e-305
-5	-1	-0.926184839289712	7.5847900549123e-305	7.5847900549165e-305
-5	-0.5	-0.951552934637025	7.5847900549123e-305	7.5847900549165e-305
-5	0	-0.958924274663138	7.5847900549123e-305	7.5847900549165e-305
-5	0.5	-0.951552934637025	7.5847900549123e-305	7.5847900549165e-305
-5	1	-0.926184839289712	7.5847900549123e-305	7.5847900549165e-305
-5	1	-0.873833756072611	7.5847900549123e-305	7.5847900549165e-305
-5	2	-0.782094898825461	7.5847900549131e-305	7.5847900549173e-305
-5	2	-0.638859871898577	7.5847900549139e-305	7.584790054918e-305
-5	3	-0.436975517272079	7.5847900549147e-305	7.5847900549147e-305
-5	3	-0.178938566442287	7.5847900549126e-305	7.5847900549126e-305
-5	4	0.119651576493772	7.5847900549141e-305	7.5847900549141e-305
-5	4	0.429217934326067	7.5847900549128e-305	7.5847900549211e-305
-5	5	0.708861291838041	7.5847900549144e-305	7.584790054931e-305
-4.4736842105263	-4.5124921972503	0.0710004333973878	7.5847900549141e-305	7.5847900549141e-305
-4.4736842105263	-4.0124921972503	-0.270293120604681	7.5847900549126e-305	7.5847900549126e-305
-4.4736842105263	-3.5124921972503	-0.560799928102654	7.5847900549139e-305	7.5847900549139e-305
-4.4736842105263	-3.0124921972503	-0.776925154108068	7.5847900549131e-305	7.5847900549173e-305
-4.4736842105263	-2.5124921972503	-0.913681900892155	7.5847900549123e-305	7.5847900549165e-305
-4.4736842105263	-2.0124921972503	-0.981411059764978	7.5847900549123e-305	7.5847900549165e-305
-4.4736842105263	-1.5124921972503	-0.999949442616882	7.5847900549123e-305	7.5847900549165e-305
-4.4736842105263	-1.0124921972503	-0.992127567801723	7.5847900549123e-305	7.5847900549165e-305
